CLAVE;SITIO;ORGANISMO_DE_CUENCA;ESTADO;MUNICIPIO;CUENCA;CUERPO DE AGUA;TIPO;SUBTIPO;LONGITUD;LATITUD;PERIODO;DBO_mg/L;CALIDAD_DBO;DQO_mg/L;CALIDAD_DQO;SST_mg/L;CALIDAD_SST;COLI_FEC_NMP_100mL;CALIDAD_COLI_FEC;E_COLI_NMP_100mL;CALIDAD_E_COLI;ENTEROC_NMP_100mL;CALIDAD_ENTEROC;OD_PORC;CALIDAD_OD_PORC;OD_PORC_SUP;CALIDAD_OD_PORC_SUP;OD_PORC_MED;CALIDAD_OD_PORC_MED;OD_PORC_FON;CALIDAD_OD_PORC_FON;TOX_D_48_UT;CALIDAD_TOX_D_48;TOX_V_15_UT;CALIDAD_TOX_V_15;TOX_D_48_SUP_UT;CALIDAD TOX_D_48_SUP;TOX_D_48_FON_UT;CALIDAD_TOX_D_48_FON;TOX_FIS_SUP_15_UT;CALIDAD_TOX_FIS_SUP_15;TOX_FIS_FON_15_UT;CALIDAD_TOX_FIS_FON_15;SEMAFORO;CONTAMINANTES;CUMPLE_CON_DBO;CUMPLE_CON_DQO;CUMPLE_CON_SST;CUMPLE_CON_CF;CUMPLE_CON_E_COLI;CUMPLE_CON_ENTEROC;CUMPLE_CON_OD;CUMPLE_CON_TOX;GRUPO
OCFSU3055;LAGUNA MAR MUERTO 8;FRONTERA SUR;CHIAPAS;ARRIAGA;LAGUNA MAR MUERTO B;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.405.579;1.611.778;2020;;;;;31;Buena calidad;;;;;<3;Excelente;;;60.8;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3056;SISTEMA ESTUARINO PUERTO ARISTA 4;FRONTERA SUR;CHIAPAS;TONALA;LAGUNA MAR MUERTO B;SISTEMA ESTUARINO PUERTO ARISTA;COSTERO (HUMEDAL);ESTUARIO;-9.409.271;1.612.867;2020;;;;;45;Buena calidad;;;;;<3;Excelente;;;62.1;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3057;BOCA DEL CIELO 1;FRONTERA SUR;CHIAPAS;TONALA;LAGUNA DE LA JOYA;OCEANO PACIFICO;COSTERO (HUMEDAL);ESTERO;-9.367.914;1.585.314;2020;;;;;29;Buena calidad;;;;;<3;Excelente;;;76.2;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3058;BOCA DEL CIELO 2;FRONTERA SUR;CHIAPAS;TONALA;LAGUNA DE LA JOYA;OCEANO PACIFICO;COSTERO (HUMEDAL);ESTERO;-9.367.544;1.585.014;2020;;;;;26;Buena calidad;;;;;<3;Excelente;;;73.4;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3059;LAGUNA MAR MUERTO 14;FRONTERA SUR;OAXACA;SAN PEDRO TAPANATEPEC;LAGUNA MAR MUERTO B;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.414.322;1.615.249;2020;;;;;34;Buena calidad;;;;;<3;Excelente;;;77;Excelente;;;76.4;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3060;LAGUNA MAR MUERTO 9;FRONTERA SUR;OAXACA;SAN PEDRO TAPANATEPEC;TAPANATEPEC;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.419.083;1.619.577;2020;;;;;34;Buena calidad;;;;;<3;Excelente;;;77.9;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3061;LAGUNA MAR MUERTO 11;FRONTERA SUR;OAXACA;SAN PEDRO TAPANATEPEC;LAGUNA MAR MUERTO A;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.424.110;1.620.592;2020;;;;;40;Buena calidad;;;;;<3;Excelente;;;78.4;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3062;LAGUNA MAR MUERTO 10;FRONTERA SUR;OAXACA;SAN PEDRO TAPANATEPEC;LAGUNA MAR MUERTO A;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.430.930;1.619.228;2020;;;;;36;Buena calidad;;;;;<3;Excelente;;;78.1;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3063;LAGUNA MAR MUERTO 4;FRONTERA SUR;OAXACA;SAN PEDRO TAPANATEPEC;LAGUNA MAR MUERTO A;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.435.610;1.627.586;2020;;;;;38;Buena calidad;;;;;<3;Excelente;;;80.2;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3064;LAGUNA MAR MUERTO 3;FRONTERA SUR;OAXACA;SAN PEDRO TAPANATEPEC;LAGUNA MAR MUERTO A;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.441.045;1.625.307;2020;;;;;35;Buena calidad;;;;;<3;Excelente;;;78.6;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3065;LAGUNA MAR MUERTO 12;FRONTERA SUR;OAXACA;SAN PEDRO TAPANATEPEC;LAGUNA MAR MUERTO B;LAGUNA MAR MUERTO;COSTERO (HUMEDAL);LAGUNA;-9.412.125;1.622.062;2020;;;;;38;Buena calidad;;;;;<3;Excelente;;;77.2;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3066;ROMULO CALZADA;FRONTERA SUR;CHIAPAS;TECPATAN;PRESA PEÑITAS;RIO GRIJALVA;LOTICO (HUMEDAL);RIO;-9.355.263;1.734.828;2020;2.79;Excelente;17.08;Buena calidad;52;Buena calidad;2100;Contaminada;930;Contaminada;;;38;Aceptable;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3067;PRESA PEÑITAS 2;FRONTERA SUR;CHIAPAS;OSTUACAN;PRESA PEÑITAS;PRESA PEÑITAS;LENTICO (HUMEDAL);PRESA;-9.343.240;1.741.315;2020;2.18;Excelente;36.48;Aceptable;40;Buena calidad;40;Excelente;<3;Excelente;;;;;56;Buena calidad;48.3;Aceptable;42.1;Aceptable;;;;;<1;No Toxico;;;<1;No Toxico;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LENTICO
OCFSU3068;AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 3;FRONTERA SUR;CHIAPAS;OCOSINGO;LACANJA;CUERPO DE AGUA DEL HUMEDAL;LENTICO (HUMEDAL);LAGO;-9.162.503;1.711.557;2020;2.61;Excelente;<10;Excelente;24;Excelente;90;Excelente;40;Excelente;;;;;62.3;Buena calidad;;;61.1;Buena calidad;;;;;<1;No Toxico;;;<1;No Toxico;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LENTICO
OCFSU3069;AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 2;FRONTERA SUR;CHIAPAS;OCOSINGO;LACANJA;CUERPO DE AGUA DEL HUMEDAL;LENTICO (HUMEDAL);LAGO;-9.158.878;1.698.292;2020;2.97;Excelente;13.55;Buena calidad;32;Buena calidad;40;Excelente;40;Excelente;;;;;67.3;Buena calidad;;;66.5;Buena calidad;;;;;<1;No Toxico;;;<1;No Toxico;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LENTICO
OCFSU3070;AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 1;FRONTERA SUR;CHIAPAS;OCOSINGO;LACANJA;CUERPO DE AGUA DEL HUMEDAL;LENTICO (HUMEDAL);LAGO;-9.159.417;1.695.650;2020;2.07;Excelente;12.58;Buena calidad;27;Buena calidad;40;Excelente;<3;Excelente;;;;;67.2;Buena calidad;;;67;Buena calidad;;;;;<1;No Toxico;;;<1;No Toxico;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LENTICO
OCFSU3073;RIO USUMACINTA 9;FRONTERA SUR;CHIAPAS;BENEMERITO DE LAS AMERICAS;CHIXOY;RIO USUMACINTA;LOTICO (HUMEDAL);RIO;-9.064.713;1.651.864;2020;4.8;Buena calidad;35.33;Aceptable;96;Aceptable;2100;Contaminada;1500;Fuertemente contaminada;;;58.8;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3074;RIO GRIJALVA 1;FRONTERA SUR;CHIAPAS;AMATENANGO DE LA FRONTERA;SAN MIGUEL;RIO GRIJALVA;LOTICO;RIO;-9.211.254;1.543.519;2020;10.04;Aceptable;35.04;Aceptable;44;Buena calidad;140;Buena calidad;140;Buena calidad;;;85.3;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
OCFSU3075;AGUA CALIENTE;FRONTERA SUR;CHIAPAS;AMATENANGO DE LA FRONTERA;SAN MIGUEL;RIO AGUA CALIENTE;LOTICO;RIO;-9.211.537;1.543.784;2020;9.08;Aceptable;33.6;Aceptable;28;Buena calidad;280;Aceptable;280;Buena calidad;;;82.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
OCFSU3076;RIO BACANTON;FRONTERA SUR;CHIAPAS;MAZAPA DE MADERO;SAN MIGUEL;RIO BACANTON;LOTICO;RIO;-9.217.829;1.539.275;2020;11.64;Aceptable;36.96;Aceptable;20;Excelente;110;Buena calidad;110;Excelente;;;80.2;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
OCFSU3078;MOSCAFRUT AGUAS ARRIBA;FRONTERA SUR;CHIAPAS;METAPA;COZOLOAPAN;ARROYO SAN ANTONIO;LOTICO;ARROYO;-9.219.339;1.483.517;2020;6;Buena calidad;25.17;Aceptable;40;Buena calidad;4600;Contaminada;2400;Fuertemente contaminada;;;80.2;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3079;MOSCAFRUT AGUAS ABAJO;FRONTERA SUR;CHIAPAS;METAPA;COZOLOAPAN;ARROYO SAN ANTONIO;LOTICO;ARROYO;-9.219.713;1.483.115;2020;4.2;Buena calidad;20.81;Aceptable;40;Buena calidad;1500;Contaminada;1500;Fuertemente contaminada;;;74.2;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3080;RIO DESPOBLADO;FRONTERA SUR;CHIAPAS;VILLA COMALTITLAN;DESPOBLADO;RIO DESPOBLADO;LOTICO;RIO;-9.259.270;1.513.953;2020;<2;Excelente;24.2;Aceptable;32;Buena calidad;4600;Contaminada;4600;Fuertemente contaminada;;;66.5;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3081W1;RESERVA DE LA BIOSFERA LA ENCRUCIJADA 1;FRONTERA SUR;CHIAPAS;ACAPETAHUA;DESPOBLADO;CUERPO DE AGUA DEL HUMEDAL;COSTERO (HUMEDAL);LAGO;-9.274.927;1.514.708;2020;;;;;13;Excelente;;;;;<3;Excelente;;;54.5;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3082;BAHIA EL BALLENATO SEG 70, 1 ISA10B;FRONTERA SUR;CHIAPAS;ACAPETAHUA;DESPOBLADO;BAHIA EL BELLENATO;COSTERO (HUMEDAL);BAHIA;-9.285.290;1.515.753;2020;;;;;62;Buena calidad;;;;;<3;Excelente;;;72.4;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3083;BAHIA EL BALLENATO SEG 70, 2 ISA10B;FRONTERA SUR;CHIAPAS;ACAPETAHUA;CACALUTA;BAHIA EL BELLENATO;COSTERO (HUMEDAL);BAHIA;-9.285.924;1.516.057;2020;;;;;55;Buena calidad;;;;;<3;Excelente;;;63.1;Buena calidad;;;62.3;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3084W1;RESERVA DE LA BIOSFERA LA ENCRUCIJADA 3;FRONTERA SUR;CHIAPAS;ACAPETAHUA;CACALUTA;CUERPO DE AGUA DEL HUMEDAL;COSTERO (HUMEDAL);LAGO;-9.287.504;1.519.494;2020;;;;;31;Buena calidad;;;;;<3;Excelente;;;46.8;Aceptable;;;34.7;Aceptable;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3085;RESERVA DE LA BIOSFERA LA ENCRUCIJADA 2;FRONTERA SUR;CHIAPAS;ACAPETAHUA;CACALUTA;CUERPO DE AGUA DEL HUMEDAL;COSTERO (HUMEDAL);MANGLAR;-9.288.694;1.519.463;2020;;;;;54;Buena calidad;;;;;<3;Excelente;;;63.6;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3086;DESEMBOCADURA RIO SAN NICOLAS SEG 70, 1 ISA10B;FRONTERA SUR;CHIAPAS;MAPASTEPEC;SESECAPA;TRANSICION RIO - MAR;LOTICO - COSTERO (HUMEDAL);OCEANO-MAR;-9.295.532;1.525.580;2020;;;;;81;Aceptable;;;;;<3;Excelente;;;73.3;Excelente;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3087;DESEMBOCADURA RIO SAN NICOLAS SEG 70, 2 ISA10B;FRONTERA SUR;CHIAPAS;MAPASTEPEC;SESECAPA;TRANSICION RIO - MAR;LOTICO - COSTERO (HUMEDAL);OCEANO-MAR;-9.295.522;1.525.832;2020;;;;;97;Aceptable;;;;;<3;Excelente;;;68.4;Buena calidad;;;;;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3088;RIO CACALUTA;FRONTERA SUR;CHIAPAS;ACAPETAHUA;CACALUTA;RIO CACALUTA;LOTICO;RIO;-9.274.882;1.534.726;2020;<2;Excelente;20.33;Aceptable;28;Buena calidad;2400;Contaminada;2400;Fuertemente contaminada;;;83.2;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3089;DESEMBOCADURA ESTERO SAN JOSE A BARRA DE SAN JOSE SEG 71, 1 ISA10B;FRONTERA SUR;CHIAPAS;MAZATAN;HUIXTLA;ESTERO SAN JOSE;LOTICO - COSTERO (HUMEDAL);ESTERO;-9.263.656;1.493.605;2020;5.7;Buena calidad;26.95;Aceptable;24;Excelente;430;Aceptable;230;Buena calidad;;;46.8;Aceptable;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;COSTERO
OCFSU3090W1;ESTERO SAN JOSE;FRONTERA SUR;CHIAPAS;MAZATAN;HUEHUETAN;ESTERO SAN JOSE;LENTICO - COSTERO (HUMEDAL);ESTERO;-9.261.565;1.492.966;2020;<2;Excelente;26.14;Aceptable;32;Buena calidad;390;Aceptable;230;Buena calidad;;;;;50.4;Buena calidad;;;;;;;;;<1;No Toxico;;;<1;No Toxico;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;COSTERO
OCFSU3091;BARRA SAN JOSE SEG 71, 2 ISA10B;FRONTERA SUR;CHIAPAS;MAZATAN;HUIXTLA;OCEANO PACIFICO;COSTERO (HUMEDAL);OCEANO-MAR;-9.264.074;1.493.168;2020;;;;;40;Buena calidad;;;;;<3;Excelente;;;80.1;Excelente;82.3;Excelente;83.4;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3092;BARRA DE SAN SIMON SEG 72, 1 ISA7;FRONTERA SUR;CHIAPAS;MAZATAN;COATAN;OCEANO PACIFICO;COSTERO (HUMEDAL);OCEANO-MAR;-9.251.757;1.480.442;2020;;;;;46;Buena calidad;;;;;<3;Excelente;;;82.1;Excelente;84.2;Excelente;85.1;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3093W1;ESTERO DE SAN SIMON;FRONTERA SUR;CHIAPAS;MAZATAN;COATAN;ESTERO SAN SIMON;LENTICO - COSTERO (HUMEDAL);ESTERO;-9.251.032;1.480.194;2020;<2;Excelente;27.59;Aceptable;48;Buena calidad;430;Aceptable;430;Buena calidad;;;;;76.3;Excelente;;;;;;;;;<1;No Toxico;;;<1;No Toxico;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;COSTERO
OCFSU3094;BARRA DE SAN SIMON SEG 72, 2 ISA7;FRONTERA SUR;CHIAPAS;MAZATAN;COATAN;OCEANO PACIFICO;COSTERO (HUMEDAL);OCEANO-MAR;-9.251.153;1.479.831;2020;;;;;37;Buena calidad;;;;;<3;Excelente;;;80.6;Excelente;82.3;Excelente;84.5;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3095;RIO COATAN 5;FRONTERA SUR;CHIAPAS;MAZATAN;COATAN;RIO COATAN;LOTICO;RIO;-9.243.366;1.484.995;2020;9;Aceptable;30.32;Aceptable;336;Contaminada;930;Aceptable;930;Contaminada;;;79.8;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,E_COLI,;SI;SI;NO;SI;NO;ND;SI;SI;LOTICO
OCFSU3096;RIO COATAN;FRONTERA SUR;CHIAPAS;MAZATAN;COATAN;RIO COATAN;LOTICO;RIO;-9.242.384;1.486.586;2020;7.2;Aceptable;47.65;Contaminada;176;Contaminada;930;Aceptable;430;Buena calidad;;;63.2;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Rojo;DQO,SST,;SI;NO;NO;SI;SI;ND;SI;SI;LOTICO
OCFSU3098;RIO COATAN 7;FRONTERA SUR;CHIAPAS;TAPACHULA;COATAN;RIO COATAN;LOTICO;RIO;-9.238.669;1.490.866;2020;6;Buena calidad;19.25;Buena calidad;108;Aceptable;1500;Contaminada;750;Aceptable;;;64.1;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,;SI;SI;SI;NO;SI;ND;SI;SI;LOTICO
OCFSU3101;RIO TEXCUYUAPAN 2;FRONTERA SUR;CHIAPAS;TAPACHULA;CAHUACAN;RIO TEXCUYUAPAN;LOTICO;RIO;-9.225.304;1.493.497;2020;8.85;Aceptable;17.91;Buena calidad;60;Buena calidad;2100;Contaminada;1500;Fuertemente contaminada;;;70.6;Excelente;;;;;;;1.174;Toxicidad baja;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3102;RIO COATAN 3;FRONTERA SUR;CHIAPAS;TAPACHULA;COATAN;RIO COATAN;LOTICO;RIO;-9.224.168;1.499.242;2020;6.9;Aceptable;22.26;Aceptable;192;Contaminada;280;Aceptable;210;Buena calidad;;;71.1;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,;SI;SI;NO;SI;SI;ND;SI;SI;LOTICO
OCFSU3103;RIO CAHOACAN 8;FRONTERA SUR;CHIAPAS;TAPACHULA;CAHUACAN;RIO CAHOACAN;LOTICO;RIO;-9.223.864;1.489.393;2020;8.4;Aceptable;23.23;Aceptable;88;Aceptable;930;Aceptable;930;Contaminada;;;63.8;Buena calidad;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;E_COLI,;SI;SI;SI;SI;NO;ND;SI;SI;LOTICO
OCFSU3104;RIO CAHOACAN 10;FRONTERA SUR;CHIAPAS;TUXTLA CHICO;CAHUACAN;RIO CAHOACAN;LOTICO;RIO;-9.225.260;1.485.507;2020;7.5;Aceptable;24.2;Aceptable;88;Aceptable;2400;Contaminada;1500;Fuertemente contaminada;;;74.2;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3105;RIO TEXCUYUAPAN;FRONTERA SUR;CHIAPAS;TAPACHULA;CAHUACAN;RIO TEXCUYAPAN;LOTICO;RIO;-9.226.092;1.485.485;2020;10.5;Aceptable;21.78;Aceptable;68;Buena calidad;150;Buena calidad;90;Excelente;;;74.6;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
OCFSU3106;RIO CAHOACAN 11;FRONTERA SUR;CHIAPAS;TAPACHULA;CAHUACAN;RIO CAHOACAN;LOTICO;RIO;-9.225.491;1.480.520;2020;6.6;Aceptable;22.26;Aceptable;24;Excelente;430;Aceptable;230;Buena calidad;;;80.3;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
OCFSU3108;RIO SUCHIATE 2;FRONTERA SUR;CHIAPAS;FRONTERA HIDALGO;SUCHIATE;RIO SUCHIATE;LOTICO;RIO;-9.216.895;1.474.302;2020;4.62;Buena calidad;18.72;Buena calidad;84;Aceptable;4600;Contaminada;1500;Fuertemente contaminada;;;88.5;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3110;RIO SUCHIATE 1;FRONTERA SUR;CHIAPAS;SUCHIATE;SUCHIATE;RIO SUCHIATE;LOTICO;RIO;-9.214.768;1.469.897;2020;3.6;Buena calidad;21.6;Aceptable;148;Aceptable;2100;Contaminada;1500;Fuertemente contaminada;;;94;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;LOTICO
OCFSU3111;RIO SUCHIATE 4;FRONTERA SUR;CHIAPAS;SUCHIATE;SUCHIATE;RIO SUCHIATE;LOTICO;RIO;-9.218.057;1.461.337;2020;5.49;Buena calidad;25.92;Aceptable;92;Aceptable;280;Aceptable;210;Buena calidad;;;85.6;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Verde;;SI;SI;SI;SI;SI;ND;SI;SI;LOTICO
OCFSU3113;RIO SUCHIATE;FRONTERA SUR;CHIAPAS;SUCHIATE;SUCHIATE;RIO SUCHIATE;LOTICO;RIO;-9.221.704;1.455.447;2020;6.6;Aceptable;29.76;Aceptable;232;Contaminada;2400;Contaminada;2400;Fuertemente contaminada;;;86.6;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
OCFSU3114;SEGMENTO 74, 1 ISA8;FRONTERA SUR;CHIAPAS;SUCHIATE;SUCHIATE;OCEANO PACIFICO;COSTERO;OCEANO-MAR;-9.223.977;1.454.128;2020;;;;;37;Buena calidad;;;;;93;Excelente;;;76;Excelente;74.5;Excelente;73.2;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3115;DESEMBOCADURA DEL RIO SUCHIATE SEG 74, 2 ISA8;FRONTERA SUR;CHIAPAS;SUCHIATE;SUCHIATE;TRANSICION RIO - MAR;LOTICO - COSTERO (HUMEDAL);OCEANO-MAR;-9.222.310;1.453.491;2020;4.26;Buena calidad;19.2;Buena calidad;148;Aceptable;4600;Contaminada;930;Contaminada;;;91.4;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;CF,E_COLI,;SI;SI;SI;NO;NO;ND;SI;SI;COSTERO
OCFSU3116;BARRA CAHOACAN SEG 73, 1 ISA8;FRONTERA SUR;CHIAPAS;SUCHIATE;PUERTO MADERO;OCEANO PACIFICO;COSTERO;OCEANO-MAR;-9.232.058;1.461.567;2020;;;;;40;Buena calidad;;;;;<3;Excelente;;;82.3;Excelente;81.5;Excelente;79.4;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3117;RIO CAHOACAN 4;FRONTERA SUR;CHIAPAS;TAPACHULA;CAHUACAN;RIO CAHOACAN;LOTICO (HUMEDAL);RIO;-9.231.748;1.462.189;2020;6.3;Aceptable;30.01;Aceptable;156;Contaminada;24000;Fuertemente contaminada;11000;Fuertemente contaminada;;;80.8;Excelente;;;;;;;<1;No Toxico;<1;No Toxico;;;;;;;;;Amarillo;SST,CF,E_COLI,;SI;SI;NO;NO;NO;ND;SI;SI;LOTICO
OCFSU3118;BARRA CAHOACAN SEG 73, 2 ISA8;FRONTERA SUR;CHIAPAS;SUCHIATE;PUERTO MADERO;OCEANO PACIFICO;COSTERO;OCEANO-MAR;-9.232.058;1.461.567;2020;;;;;44;Buena calidad;;;;;240;Contaminada;;;89.5;Excelente;88.2;Excelente;87.5;Excelente;;;;;;;;;<1;No Toxico;;;Rojo;ENT_FEC,;ND;ND;SI;ND;ND;NO;SI;SI;COSTERO
OCFSU3119;BARRA CAHOACAN SEG 73, 3 ISA8;FRONTERA SUR;CHIAPAS;TAPACHULA;PUERTO MADERO;OCEANO PACIFICO;COSTERO (HUMEDAL);OCEANO-MAR;-9.232.617;1.462.543;2020;;;;;49;Buena calidad;;;;;<3;Excelente;;;91.2;Excelente;90.6;Excelente;88.5;Excelente;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
OCFSU3120;ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 1;FRONTERA SUR;CHIAPAS;TAPACHULA;PUERTO MADERO;CUERPO DE AGUA DEL HUMEDAL;COSTERO (HUMEDAL);MANGLAR;-9.233.853;1.464.798;2020;;;;;32;Buena calidad;;;;;7;Excelente;;;54.3;Buena calidad;;;57.1;Buena calidad;;;;;;;;;<1;No Toxico;;;Verde;;ND;ND;SI;ND;ND;SI;SI;SI;COSTERO
